stitch_flat_id,stitch_stereo_id,label_umls_id,placebo,frequency_description,frequency_lower,frequency_upper,meddra_concept_type,meddra_umls_id,side_effect_name,is_placebo,sider_version,candidate_name
CID100005291,CID000005291,C0002871,,10%,0.1,0.1,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,11%,0.11,0.11,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,17%,0.17,0.17,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,19.7%,0.197,0.197,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,3%,0.03,0.03,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,3.3%,0.033,0.033,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,31%,0.31,0.31,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,32%,0.32,0.32,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,34%,0.34,0.34,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,34.8%,0.348,0.348,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,4%,0.04,0.04,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,4.1%,0.041,0.041,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,4.9%,0.049,0.049,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,40%,0.4,0.4,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,42%,0.42,0.42,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,5%,0.05,0.05,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,5.4%,0.054,0.054,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,6%,0.06,0.06,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,6.4%,0.064,0.064,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,7%,0.07,0.07,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,8%,0.08,0.08,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,postmarketing,0,0.001,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002871,,very common,0.1,1,PT,C0002871,Anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002792,,postmarketing,0,0.001,PT,C0002792,Anaphylactic shock,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002792,,rare,0,0.001,PT,C0002792,Anaphylactic shock,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002792,,very rare,0,1e-4,PT,C0002792,Anaphylactic shock,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002962,,rare,0,0.001,PT,C0002962,Angina pectoris,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002994,,rare,0,0.001,PT,C0002994,Angioedema,FALSE,4.1,imatinib
CID100005291,CID000005291,C0042373,,postmarketing,0,0.001,PT,C0042373,Angiopathy,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,0%,0,0,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,0.4%,0.004,0.004,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,0.5%,0.005,0.005,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,0.8%,0.008,0.008,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,11%,0.11,0.11,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,11.8%,0.118,0.118,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,12%,0.12,0.12,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,2.6%,0.026,0.026,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,7%,0.07,0.07,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,8%,0.08,0.08,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,8.8%,0.088,0.088,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,9.6%,0.096,0.096,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,infrequent,0.001,0.01,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003467,,uncommon,0.001,0.01,PT,C0003467,Anxiety,FALSE,4.1,imatinib
CID100005291,CID000005291,C0002874,,rare,0,0.001,PT,C0002874,Aplastic anaemia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003811,,rare,0,0.001,PT,C0003811,Arrhythmia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,0%,0,0,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,1%,0.01,0.01,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,11%,0.11,0.11,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,12.3%,0.123,0.123,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,13.6%,0.136,0.136,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,15%,0.15,0.15,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,15.1%,0.151,0.151,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,17.2%,0.172,0.172,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,2.2%,0.022,0.022,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,2.5%,0.025,0.025,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,25%,0.25,0.25,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,26.7%,0.267,0.267,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,3%,0.03,0.03,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,30.3%,0.303,0.303,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,31%,0.31,0.31,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,31.4%,0.314,0.314,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,34%,0.34,0.34,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,36%,0.36,0.36,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,38.1%,0.381,0.381,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,38.3%,0.383,0.383,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,39.4%,0.394,0.394,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,4%,0.04,0.04,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,4.8%,0.048,0.048,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,40%,0.4,0.4,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,5%,0.05,0.05,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,6%,0.06,0.06,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,6.8%,0.068,0.068,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,7.3%,0.073,0.073,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,7.7%,0.077,0.077,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,8.8%,0.088,0.088,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,,very common,0.1,1,PT,C0003862,Arthralgia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003862,placebo,0.3%,0.003,0.003,PT,C0003862,Arthralgia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0003862,placebo,14.5%,0.145,0.145,PT,C0003862,Arthralgia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0003864,,rare,0,0.001,PT,C0003864,Arthritis,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003962,,12%,0.12,0.12,PT,C0003962,Ascites,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003962,,15%,0.15,0.15,PT,C0003962,Ascites,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003962,,3%,0.03,0.03,PT,C0003962,Ascites,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003962,,8%,0.08,0.08,PT,C0003962,Ascites,FALSE,4.1,imatinib
CID100005291,CID000005291,C0003962,,uncommon,0.001,0.01,PT,C0003962,Ascites,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,0%,0,0,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,0.4%,0.004,0.004,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,0.5%,0.005,0.005,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,1.1%,0.011,0.011,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,1.5%,0.015,0.015,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,1.9%,0.019,0.019,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,2.1%,0.021,0.021,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,2.3%,0.023,0.023,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,3%,0.03,0.03,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,3.8%,0.038,0.038,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,30.9%,0.309,0.309,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,37.9%,0.379,0.379,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,4%,0.04,0.04,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,4.7%,0.047,0.047,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151904,,7.1%,0.071,0.071,PT,C0151904,Aspartate aminotransferase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,0%,0,0,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,0.2%,0.002,0.002,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,11%,0.11,0.11,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,11.7%,0.117,0.117,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,12%,0.12,0.12,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,12.2%,0.122,0.122,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,15%,0.15,0.15,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,16.9%,0.169,0.169,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,18%,0.18,0.18,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,2%,0.02,0.02,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,21%,0.21,0.21,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,3%,0.03,0.03,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,3.8%,0.038,0.038,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,5%,0.05,0.05,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,6%,0.06,0.06,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,69.3%,0.693,0.693,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,7%,0.07,0.07,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,74.9%,0.749,0.749,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,8%,0.08,0.08,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,9%,0.09,0.09,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004093,,common,0.01,1,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,0%,0,0,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,0.5%,0.005,0.005,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,1%,0.01,0.01,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,1.1%,0.011,0.011,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,1.6%,0.016,0.016,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,1.8%,0.018,0.018,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,11.7%,0.117,0.117,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,12.2%,0.122,0.122,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,2.1%,0.021,0.021,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,24%,0.24,0.24,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,25%,0.25,0.25,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,25.1%,0.251,0.251,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,29%,0.29,0.29,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,3%,0.03,0.03,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,30%,0.3,0.3,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,30.7%,0.307,0.307,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,33%,0.33,0.33,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,37%,0.37,0.37,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,38%,0.38,0.38,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,38.8%,0.388,0.388,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,4%,0.04,0.04,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,40%,0.4,0.4,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,41%,0.41,0.41,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,46%,0.46,0.46,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,48%,0.48,0.48,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,48.5%,0.485,0.485,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,53%,0.53,0.53,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,57%,0.57,0.57,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,64.7%,0.647,0.647,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,66.8%,0.668,0.668,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,67%,0.67,0.67,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,69.3%,0.693,0.693,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,74.9%,0.749,0.749,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,,very common,0.1,1,PT,C0004093,Asthenia,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015672,placebo,1.2%,0.012,0.012,PT,C0004093,Asthenia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0015672,placebo,40.9%,0.409,0.409,PT,C0004093,Asthenia,TRUE,4.1,imatinib
CID100005291,CID000005291,C0004238,,rare,0,0.001,PT,C0004238,Atrial fibrillation,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,0%,0,0,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,0.6%,0.006,0.006,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,1%,0.01,0.01,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,10%,0.1,0.1,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,11%,0.11,0.11,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,23%,0.23,0.23,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,24.5%,0.245,0.245,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,26%,0.26,0.26,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,6%,0.06,0.06,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,,7.4%,0.074,0.074,PT,C0004604,Back pain,FALSE,4.1,imatinib
CID100005291,CID000005291,C0004604,placebo,0%,0,0,PT,C0004604,Back pain,TRUE,4.1,imatinib
CID100005291,CID000005291,C0004604,placebo,8.1%,0.081,0.081,PT,C0004604,Back pain,TRUE,4.1,imatinib
CID100005291,CID000005291,C0005699,,postmarketing,0,0.001,PT,C0005699,Blast cell crisis,FALSE,4.1,imatinib
CID100005291,CID000005291,C0005741,,uncommon,0.001,0.01,PT,C0005741,Blepharitis,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,0%,0,0,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,0.2%,0.002,0.002,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,0.4%,0.004,0.004,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,0.8%,0.008,0.008,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,3%,0.03,0.03,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,4.6%,0.046,0.046,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,5.1%,0.051,0.051,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151849,,5.5%,0.055,0.055,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,,0%,0,0,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,,0.5%,0.005,0.005,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,,10.8%,0.108,0.108,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,,16.7%,0.167,0.167,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,,6.5%,0.065,0.065,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,,uncommon,0.001,0.01,PT,C0852911,Blood alkaline phosphatase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0852911,placebo,0%,0,0,PT,C0852911,Blood alkaline phosphatase increased,TRUE,4.1,imatinib
CID100005291,CID000005291,C0852911,placebo,7.5%,0.075,0.075,PT,C0852911,Blood alkaline phosphatase increased,TRUE,4.1,imatinib
CID100005291,CID000005291,C0311468,,0%,0,0,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,0.2%,0.002,0.002,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,0.4%,0.004,0.004,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,0.6%,0.006,0.006,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,0.9%,0.009,0.009,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,1%,0.01,0.01,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,1.7%,0.017,0.017,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,11.3%,0.113,0.113,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,13.1%,0.131,0.131,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,2.1%,0.021,0.021,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,3%,0.03,0.03,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,3.5%,0.035,0.035,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0311468,,3.8%,0.038,0.038,PT,C0311468,Blood bilirubin increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151576,,infrequent,0.001,0.01,PT,C0853034,Blood creatine phosphokinase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0853034,,uncommon,0.001,0.01,PT,C0853034,Blood creatine phosphokinase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,0%,0,0,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,0.2%,0.002,0.002,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,0.4%,0.004,0.004,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,1.2%,0.012,0.012,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,1.3%,0.013,0.013,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,1.5%,0.015,0.015,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,3%,0.03,0.03,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0151578,,8%,0.08,0.08,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,,0%,0,0,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,,11.6%,0.116,0.116,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,,30.4%,0.304,0.304,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,,44.4%,0.444,0.444,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,,uncommon,0.001,0.01,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,,very common,0.1,1,PT,C0235431,Blood creatinine increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0235431,placebo,0.3%,0.003,0.003,PT,C0235431,Blood creatinine increased,TRUE,4.1,imatinib
CID100005291,CID000005291,C0235431,placebo,5.8%,0.058,0.058,PT,C0235431,Blood creatinine increased,TRUE,4.1,imatinib
CID100005291,CID000005291,C0151754,,infrequent,0.001,0.01,PT,C0853149,Blood lactate dehydrogenase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0853149,,0%,0,0,PT,C0853149,Blood lactate dehydrogenase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0853149,,43.3%,0.433,0.433,PT,C0853149,Blood lactate dehydrogenase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0853149,,60.1%,0.601,0.601,PT,C0853149,Blood lactate dehydrogenase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0853149,,uncommon,0.001,0.01,PT,C0853149,Blood lactate dehydrogenase increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0740394,,uncommon,0.001,0.01,PT,C0235416,Blood uric acid increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,0%,0,0,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,0.5%,0.005,0.005,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,0.9%,0.009,0.009,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,1%,0.01,0.01,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,1.4%,0.014,0.014,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,11.8%,0.118,0.118,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
CID100005291,CID000005291,C0015967,,12%,0.12,0.12,PT,C0015967,Body temperature increased,FALSE,4.1,imatinib
