stitch_flat_id,drug_name,sider_version,atc_codes
CID100000338,salicylate,4.1,D01AE12; N02BA04; N02BA12; S01BC08
CID100005152,salmeterol,4.1,R03AC12
CID116129616,salmon,4.1,H05BA01; H05BA02; H05BA03
CID100005161,salsalate,4.1,N02BA06
CID100023951,samarium,4.1,
CID100060787,saquinavir,4.1,J05AE01
CID100005184,scopolamine,4.1,A04AD01; N05CM05; S01FA02
CID100005193,secobarbital,4.1,N05CA06
CID100024087,selenium,4.1,D01AE13
CID106326970,selenium,4.1,D11AC03
CID100065863,sertaconazole,4.1,D01AC14
CID100005203,sertraline,4.1,N06AB06
CID100159247,sevelamer,4.1,
CID103085017,sevelamer,4.1,V03AE02
CID111593706,sevelamer,4.1,
CID100005206,sevoflurane,4.1,N01AB08
CID100005210,sibutramine,4.1,A08AA10
CID100005212,sildenafil,4.1,G04BE03
CID100656628,silodosin,4.1,G04CA04
CID100005214,silver,4.1,D06BA01
CID100023954,silver,4.1,D08AL30; S01AX02
CID100054454,simvastatin,4.1,C10AA01
CID104369359,sitagliptin,4.1,A10BH01
CID100216235,sitaxsentan,4.1,C02KX03
CID100000923,sodium,4.1,
CID100002881,sodium,4.1,A07EB01; D11AH03; R01AC01; R03BC01; S01GX01
CID100003737,sodium,4.1,V08AA04
CID100005238,sodium,4.1,V09FX04
CID100005248,sodium,4.1,
CID100010340,sodium,4.1,B05CB04; B05XA02
CID100045469,sodium,4.1,
CID100061475,sodium,4.1,
CID100517045,sodium,4.1,B05XA08
CID104517618,sodium,4.1,V03AB08
CID111254352,sodium,4.1,
CID125094462,sofosbuvir,4.1,
CID100154058,solifenacin,4.1,G04BD08
CID100216239,sorafenib,4.1,L01XE05
CID100005253,sotalol,4.1,C07AA07
CID100005257,sparfloxacin,4.1,J01MA09
CID100002021,spectinomycin,4.1,J01XX04
CID111722286,spinosad,4.1,
CID100005267,spironolactone,4.1,C03DA01
CID100005155,stavudine,4.1,J05AF04
CID100039524,stiripentol,4.1,N03AX17
CID100005297,streptomycin,4.1,A07AA04; J01GA01
CID100005300,streptozotocin,4.1,L01AD04
CID100083606,strontium,4.1,
CID106918182,strontium,4.1,M05BX03
CID100005314,succinylcholine,4.1,M03AB01
CID100041693,sufentanil,4.1,N01AH03
CID106918584,sugammadex,4.1,V03AB35
CID100005318,sulconazole,4.1,D01AC09
CID100005320,sulfacetamide,4.1,S01AB04
CID100005215,sulfadiazine,4.1,J01EC02
CID100005329,sulfamethoxazole,4.1,J01EC01
CID105353980,sulfasalazine,4.1,A07EC01
CID100005333,sulfonamide,4.1,D06BA05; J01EB06
CID100005352,sulindac,4.1,M01AB02
CID100005358,sumatriptan,4.1,N02CC01
CID103086686,sunitinib,4.1,L01XE04
CID100005359,suprofen,4.1,M01AE07
CID124965990,suvorexant,4.1,
CID100005372,tacrolimus,4.1,D11AH01; L04AD02
CID100110635,tadalafil,4.1,G04BE08
CID111001318,tafamidis,4.1,
CID106433101,tafluprost,4.1,S01EE05
CID100005376,tamoxifen,4.1,L02BA01
CID100060146,tamsulosin,4.1,G04CA02
CID106433091,tapentadol,4.1,N02AX06
CID109794842,tasimelteon,4.1,
CID100005381,tazarotene,4.1,D05AX05
CID100023957,technetium-99m,4.1,
CID116139605,teduglutide,4.1,
CID105487301,tegaserod,4.1,A03AE02
CID103081362,telavancin,4.1,J01XA03
CID100073658,telithromycin,4.1,J01FA15
CID100065999,telmisartan,4.1,C09CA07
CID100005391,temazepam,4.1,N05CD07
CID100005394,temozolomide,4.1,L01AX03
CID100148191,temsirolimus,4.1,L01XE09
CID100005396,teniposide,4.1,L01CB02
CID100064987,tenofovir,4.1,
CID100119830,tenofovir,4.1,J05AF07
CID151508717,tenoxicam,4.1,M01AC02
CID100005401,terazosin,4.1,G04CA03
CID100005402,terbinafine,4.1,D01AE15; D01BA02
CID100005403,terbutaline,4.1,R03AC03; R03CC03
CID100005404,terconazole,4.1,G01AG02
CID144201342,tesamorelin,4.1,
CID100005407,testolactone,4.1,
CID100005408,testosterone,4.1,G03BA03
CID100005409,testosterone,4.1,
CID100005410,testosterone,4.1,
CID100065157,testosterone,4.1,
CID100006018,tetrabenazine,4.1,N07XX06
CID100005411,tetracaine,4.1,C05AD02; D04AB06; N01BA03; S01HA03
CID125880664,tetracycline,4.1,A01AB13; D06AA04; J01AA07; S01AA09; S02AA08; S03AA02
CID100008197,tetraen,4.1,
CID100001125,tetrahydrobiopterin,4.1,A16AX07
CID100005419,tetrahydrozoline,4.1,R01AA06; R01AB03; S01GA02
CID100004274,tetrofosmin,4.1,
CID100005426,thalidomide,4.1,L04AX02
CID100002153,theophylline,4.1,R03DA04
CID100005430,thiabendazole,4.1,D01AC06; P02CA02
CID100001130,thiamine,4.1,A11DA01
CID100002720,thiazide,4.1,C03AA04
CID100005452,thioridazine,4.1,N05AC02
CID100001084,thiosulfate,4.1,V03AB06
CID100005453,thiotepa,4.1,L01AC01
CID100005454,thiothixene,4.1,N05AF04
CID100001134,thymidine,4.1,J05AF11
CID100000853,thyroxine,4.1,C10AX01; H03AA01
CID100005466,tiagabine,4.1,N03AG06
CID100005468,tiaprofenic,4.1,M01AE11
CID100005470,tibolone,4.1,G03CX01
CID109871419,ticagrelor,4.1,
CID100005472,ticlopidine,4.1,B01AC05
CID154681041,tigecycline,4.1,J01AA12
CID100060936,tiludronate,4.1,M05BA05
CID100005478,timolol,4.1,C07AA06; S01ED01
CID100005479,tinidazole,4.1,J01XD02; P01AB02
CID100005483,tiopronin,4.1,R05CB12
CID100060830,tiotropium,4.1,R03BB04
CID100163296,tipranavir,4.1,J05AE09
CID100005486,tirofiban,4.1,B01AC17
CID100005487,tizanidine,4.1,M03BX02
CID100005496,tobramycin,4.1,J01GB01; S01AA12
CID109818231,tofacitinib,4.1,
CID100005503,tolazamide,4.1,A10BB05
CID100005505,tolbutamide,4.1,A10BB03; V04CA01
CID104659569,tolcapone,4.1,N04BX01
CID100005508,tolmetin,4.1,M01AB03; M02AA21
CID100005512,tolterodine,4.1,G04BD07
CID100216237,tolvaptan,4.1,C03XA01
CID100005514,topiramate,4.1,N03AX11
CID100005515,topotecan,4.1,L01XX17
CID100041781,torasemide,4.1,C03CA04
CID100005516,toremifene,4.1,L02BA02
CID100003199,trabectedin,4.1,L01CX01
CID100005523,tramadol,4.1,N02AX02
CID100005524,tramazoline,4.1,R01AA09
CID111707110,trametinib,4.1,
CID100005525,trandolapril,4.1,C09AA10
CID100128549,trandolaprilat,4.1,
CID100005526,tranexamic,4.1,B02AA02
CID109815559,trans,4.1,B01AD01
CID100005530,tranylcypromine,4.1,N06AF04
CID100123597,travoprost,4.1,S01EE04
CID100005533,trazodone,4.1,A06AC07; N06AX05
CID100054786,treprostinil,4.1,B01AC21
CID100005544,triamcinolone,4.1,A01AC01; D07AB09; D07XB02; H02AB08; R01AD11; R03BA06; S01BA05
CID100006436,triamcinolone,4.1,
CID100005546,triamterene,4.1,C03DB02
CID100005556,triazolam,4.1,N05CD05
CID100005564,triclosan,4.1,D08AE04; D09AA06
CID100005565,trien,4.1,
CID100005566,trifluoperazine,4.1,N05AB06
CID100006256,trifluorothymidine,4.1,S01AD02
CID100005572,trihexyphenidyl,4.1,N04AA01
CID100000861,triiodothyronine,4.1,H03AA02
CID100005576,trimethadione,4.1,N03AC02
CID100005577,trimethobenzamide,4.1,
CID100005578,trimethoprim,4.1,J01EA01
CID100358641,trimethoprim-sulfamethoxazole,4.1,J01EE01
CID100005582,trimetrexate,4.1,P01AX07
CID100005584,trimipramine,4.1,N06AA06
CID100006503,tris,4.1,B05BB03; B05XX02
CID100005591,troglitazone,4.1,A10BG01
CID100005593,tropicamide,4.1,S01FA06
CID100005595,tropisetron,4.1,A04AA03
CID100005596,trospium,4.1,G04BD09
CID100062959,trovafloxacin,4.1,J01MA13
CID113559279,ulipristal,4.1,
CID111519069,umeclidinium,4.1,
CID100005636,unoprostone,4.1,S01EE02
CID100121749,ustekinumab,4.1,L04AC05
CID100002909,v,4.1,L04AD01; S01XA18
CID100119607,valdecoxib,4.1,M01AH03
CID100064147,valganciclovir,4.1,J05AB14
CID100003121,valproate,4.1,N03AG01
CID100041744,valrubicin,4.1,L01DB09
CID100005650,valsartan,4.1,C09CA03
CID103081361,vandetanib,4.1,
CID100110634,vardenafil,4.1,G04BE09
CID100170361,varenicline,4.1,N07BA03
CID111979316,vasopressin,4.1,H01BA01
CID100039764,vecuronium,4.1,M03AC03
CID142611257,vemurafenib,4.1,
CID100005656,venlafaxine,4.1,N06AX16
CID100002520,verapamil,4.1,C08DA01
CID109930048,vernakalant,4.1,
CID105362420,verteporfin,4.1,S01LA01
CID100005665,vigabatrin,4.1,N03AG04
CID106918313,vilazodone,4.1,
CID105251896,vildagliptin,4.1,A10BH02
CID100013342,vinblastine,4.1,L01CA01
CID100005978,vincristine,4.1,L01CA02
CID100157688,vinflunine,4.1,L01CA05
CID100005672,vinorelbine,4.1,L01CA04
CID124776445,vismodegib,4.1,
CID100003249,vitamin,4.1,A11CC01
CID100004812,vitamin,4.1,B02BA01
CID110028615,vorapaxar,4.1,
CID100071616,voriconazole,4.1,J02AC03
CID100005311,vorinostat,4.1,L01XX38
CID105001396,warfarin,4.1,B01AA03
CID170683024,x,4.1,
CID100023993,yttrium,4.1,
CID100005717,zafirlukast,4.1,R03DC01
CID100005718,zalcitabine,4.1,J05AF03
CID100005719,zaleplon,4.1,N05CF03
CID100005721,zanamivir,4.1,J05AH01
CID116129690,ziconotide,4.1,N02BG08
CID100005726,zidovudine,4.1,J05AF01; S01AD05
CID100160352,zidovudine/lamivudine,4.1,
CID100060490,zileuton,4.1,
CID100023994,zinc,4.1,
CID100024424,zinc,4.1,A12CB01
CID100060853,ziprasidone,4.1,N05AE04
CID100068740,zoledronic,4.1,M05BA08
CID100005731,zolmitriptan,4.1,N02CC03
CID100005732,zolpidem,4.1,N05CF02
CID100005734,zonisamide,4.1,N03AX15
CID100005735,zopiclone,4.1,N05CF01; N05CF04
CID100012453,zuclopenthixol,4.1,N05AF02; N05AF05
