query_id,query_name,query_class,sider_stitch_flat_id,sider_drug_name,sider_pubchem_cid,sider_inchi_key,atc_codes,unique_side_effect_count,tanimoto_similarity,tanimoto_distance,similarity_band,rank_for_query
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100005556,triazolam,5556,JOFWLTCLBGQGBO-UHFFFAOYSA-N,N05CD05,90,0.3116883116883117,0.6883116883116883,weak_or_partial_similarity,2
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100005391,temazepam,5391,SEQDDYPDSLOBDC-UHFFFAOYSA-N,N05CD07,81,0.3026315789473684,0.6973684210526316,weak_or_partial_similarity,3
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100003715,indomethacin,3715,CGIGDMFJXJATDK-UHFFFAOYSA-N,C01EB03; M01AB01; M02AA23; S01BC01,175,0.2839506172839506,0.7160493827160495,structurally_distant_under_this_fingerprint,4
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100013314,lormetazepam,13314,FJIKWRGCXUCUIG-UHFFFAOYSA-N,N05CD06,70,0.26582278481012656,0.7341772151898734,structurally_distant_under_this_fingerprint,5
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100082148,agomelatine,82148,YJYPHIXNFHFHND-UHFFFAOYSA-N,N06AX22,57,0.24358974358974358,0.7564102564102564,structurally_distant_under_this_fingerprint,6
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100003016,diazepam,3016,AAOVKJBEBIDNHE-UHFFFAOYSA-N,N05BA01,199,0.24358974358974358,0.7564102564102564,structurally_distant_under_this_fingerprint,7
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100004195,midodrine,4195,PTKSEFOSCHHMPD-UHFFFAOYSA-N,C01CA17,60,0.24358974358974358,0.7564102564102564,structurally_distant_under_this_fingerprint,8
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100104849,rimonabant,104849,REOYOKXLUFHOBV-UHFFFAOYSA-N,A08AX01,69,0.23863636363636365,0.7613636363636364,structurally_distant_under_this_fingerprint,9
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100004192,midazolam,4192,DDLIGBOFAVUZHB-UHFFFAOYSA-N,N05CD08,151,0.23809523809523808,0.7619047619047619,structurally_distant_under_this_fingerprint,10
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100002809,clorazepate,2809,XDDJGVMJFWAHJX-UHFFFAOYSA-N,,21,0.2375,0.7625,structurally_distant_under_this_fingerprint,11
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100004616,oxazepam,4616,ADIMAYPTOBDMTL-UHFFFAOYSA-N,N05BA04,40,0.22784810126582278,0.7721518987341772,structurally_distant_under_this_fingerprint,12
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100000896,melatonin,896,DRLFMBDRBRZALE-UHFFFAOYSA-N,N05CH01,129,0.225,0.775,structurally_distant_under_this_fingerprint,13
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100003261,estazolam,3261,CDCHDCWJMGXXRH-UHFFFAOYSA-N,N05CD04,129,0.2222222222222222,0.7777777777777778,structurally_distant_under_this_fingerprint,14
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100039042,bezafibrate,39042,IIBYAHWJQTYFKB-UHFFFAOYSA-N,C10AB02,56,0.21951219512195122,0.7804878048780488,structurally_distant_under_this_fingerprint,15
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100004409,nabumetone,4409,BLXXJMDCKKHMKV-UHFFFAOYSA-N,M01AX01,117,0.2191780821917808,0.7808219178082192,structurally_distant_under_this_fingerprint,16
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100002727,chlorpropamide,2727,RKWGIWYCVPQPMF-UHFFFAOYSA-N,A10BB02,31,0.21333333333333335,0.7866666666666666,structurally_distant_under_this_fingerprint,17
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100003393,flurazepam,3393,SAADBVWGJQAEFS-UHFFFAOYSA-N,N05CD01,57,0.2111111111111111,0.7888888888888889,structurally_distant_under_this_fingerprint,18
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100003957,loratadine,3957,JCCNYMKQOSZNPW-UHFFFAOYSA-N,R06AX13,67,0.2087912087912088,0.7912087912087912,structurally_distant_under_this_fingerprint,19
CHEMBL1232461,MOLIBRESIB,network_candidate,CID100003488,glibenclamide,3488,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,A10BB01,86,0.20618556701030927,0.7938144329896908,structurally_distant_under_this_fingerprint,20
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100065866,lercanidipine,65866,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,C08CA13,156,0.1865671641791045,0.8134328358208955,structurally_distant_under_this_fingerprint,1
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100003156,doxapram,3156,XFDJYSQDBULQSI-UHFFFAOYSA-N,R07AB01,42,0.1794871794871795,0.8205128205128205,structurally_distant_under_this_fingerprint,2
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100004497,nimodipine,4497,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,C08CA06,50,0.17886178861788618,0.8211382113821138,structurally_distant_under_this_fingerprint,3
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100004473,nicardipine,4473,ZBBHBTPTTSWHBA-UHFFFAOYSA-O,C08CA04,99,0.17829457364341086,0.8217054263565892,structurally_distant_under_this_fingerprint,4
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100036339,etomidate,36339,NPUKDXXFDDZOKR-UHFFFAOYSA-N,N01AX07,21,0.17699115044247787,0.8230088495575221,structurally_distant_under_this_fingerprint,5
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID105488547,alvimopan,5488547,USPVLEIQIUNQGE-DBFLIVQGSA-N,A06AH02,12,0.17557251908396945,0.8244274809160306,structurally_distant_under_this_fingerprint,6
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID106435110,ivermectin,6435110,SPBDXSGPUHCETR-VHJJIYNUSA-N,P02CF01,88,0.1744186046511628,0.8255813953488372,structurally_distant_under_this_fingerprint,7
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID106440191,fidaxomicin,6440191,ZVGNESXIJDCBKN-HSFUDZDJSA-N,,37,0.1724137931034483,0.8275862068965517,structurally_distant_under_this_fingerprint,8
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100003292,ethotoin,3292,SZQIFWWUIBRPBZ-UHFFFAOYSA-N,N03AB01,25,0.17142857142857143,0.8285714285714285,structurally_distant_under_this_fingerprint,9
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100005591,troglitazone,5591,GXPHKUHSUJUWKP-UHFFFAOYSA-N,A10BG01,29,0.17054263565891473,0.8294573643410853,structurally_distant_under_this_fingerprint,10
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100002162,amlodipine,2162,HTIQEAQVCYTUBX-UHFFFAOYSA-N,C08CA01,145,0.168,0.832,structurally_distant_under_this_fingerprint,11
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID109940864,Benicar-HCT,9940864,CJPRWUSPLWISJM-UHFFFAOYSA-N,,71,0.16766467065868262,0.8323353293413174,structurally_distant_under_this_fingerprint,12
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID106442177,everolimus,6442177,HKVAMNSJSFKALM-GKUWKFKPSA-N,L01XE10; L04AA18,388,0.1676300578034682,0.8323699421965318,structurally_distant_under_this_fingerprint,13
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100060496,amlodipine,60496,ZPBWCRDSRKPIDG-UHFFFAOYSA-N,,139,0.16666666666666666,0.8333333333333334,structurally_distant_under_this_fingerprint,14
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100130881,olmesartan,130881,UQGKUQLKSCSZGY-UHFFFAOYSA-N,C09CA08,55,0.16666666666666666,0.8333333333333334,structurally_distant_under_this_fingerprint,15
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100040159,permethrin,40159,RLLPVAHGXHCWKJ-PKOBYXMFSA-N,P03AC04,16,0.16666666666666666,0.8333333333333334,structurally_distant_under_this_fingerprint,16
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID109941444,SOM230,9941444,VMZMNAABQBOLAK-DBILLSOUSA-N,,63,0.16455696202531644,0.8354430379746836,structurally_distant_under_this_fingerprint,17
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100005038,ramipril,5038,HDACQVRGBOVJII-UHFFFAOYSA-N,C09AA05,184,0.1640625,0.8359375,structurally_distant_under_this_fingerprint,18
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100005525,trandolapril,5525,VXFJYXUZANRPDJ-UHFFFAOYSA-N,C09AA10,185,0.1640625,0.8359375,structurally_distant_under_this_fingerprint,19
REF_NANNOCYSTIN_A,Nannocystin A,reference_ligand,CID100003152,donepezil,3152,ADEBPBSSDYVVLD-UHFFFAOYSA-N,N06DA02,303,0.16393442622950818,0.8360655737704918,structurally_distant_under_this_fingerprint,20
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100068613,atosiban,68613,VWXRQYYUEIYXCZ-AVTFEHRISA-N,G02CX01,31,0.24719101123595505,0.752808988764045,structurally_distant_under_this_fingerprint,1
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116130295,BPTI,16130295,ZPNFWUPYTFPOJU-LPYSRVMUSA-N,B02AB01,108,0.20930232558139536,0.7906976744186046,structurally_distant_under_this_fingerprint,2
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116158207,linaclotide,16158207,KWFNVZFWXXEJKL-YZDVLOIKSA-N,,36,0.20765027322404372,0.7923497267759563,structurally_distant_under_this_fingerprint,3
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116137271,insulin,16137271,UGOZVNFCFYTPAZ-IOXYNQHNSA-N,A10AE05,255,0.20588235294117646,0.7941176470588236,structurally_distant_under_this_fingerprint,4
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100062819,Metrodin,62819,ZDRRIRUAESZNIH-UHFFFAOYSA-N,G03GA04,230,0.2023121387283237,0.7976878612716762,structurally_distant_under_this_fingerprint,5
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116129672,Insulin,16129672,PBGKTOXHQIOBKM-FHFVDXKLSA-N,A10AB01; A10AB02; A10AB03; A10AC01; A10AC02; A10AC03; A10AD01; A10AD02; A10AD03; A10AE01; A10AE02; A10AE03; A10AF01,159,0.20149253731343283,0.7985074626865671,structurally_distant_under_this_fingerprint,6
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID144146714,Lantus,44146714,COCFEDIXXNGUNL-RFKWWTKHSA-N,A10AE04,89,0.20149253731343283,0.7985074626865671,structurally_distant_under_this_fingerprint,7
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100072081,Terlipressin,72081,BENFXAYNYRLAIU-QSVFAHTRSA-N,H01BA04,42,0.2011173184357542,0.7988826815642458,structurally_distant_under_this_fingerprint,8
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116129703,Revasc,16129703,XYWBJDRHGNULKG-OUMQNGNKSA-N,B01AE01,58,0.2,0.8,structurally_distant_under_this_fingerprint,9
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100005771,oxytocin,5771,XNOPRXBHLZRZKH-UHFFFAOYSA-N,H01BB02,49,0.2,0.8,structurally_distant_under_this_fingerprint,10
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID122834577,nesiritide,22834577,KSFAMFKTRGJQKV-VJLHJAMZSA-N,C01DX19,30,0.19753086419753085,0.8024691358024691,structurally_distant_under_this_fingerprint,11
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116136245,degarelix,16136245,MEUCPCLKGZSHTA-XYAYPHGZSA-N,L02BX02,112,0.19597989949748743,0.8040201005025126,structurally_distant_under_this_fingerprint,12
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100002443,bromocriptine,2443,OZVBMTJYIDMWIL-UHFFFAOYSA-N,G02CB01; N04BC01,138,0.1952662721893491,0.8047337278106509,structurally_distant_under_this_fingerprint,13
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116131215,Abarelix,16131215,AIWRTTMUVOZGPW-HSPKUQOVSA-N,L02BX01,23,0.19487179487179487,0.8051282051282052,structurally_distant_under_this_fingerprint,14
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100002019,actinomycin,2019,RJURFGZVJUQBHK-UHFFFAOYSA-N,L01DA01,69,0.1907514450867052,0.8092485549132948,structurally_distant_under_this_fingerprint,15
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116130957,Org,16130957,GJNXBNATEDXMAK-PFLSVRRQSA-N,H01CC01,47,0.18652849740932642,0.8134715025906736,structurally_distant_under_this_fingerprint,16
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100123623,Cancidas,123623,OGUJBRYAAJYXQP-CPYUAZPCSA-N,J02AX04,246,0.18579234972677597,0.8142076502732241,structurally_distant_under_this_fingerprint,17
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID100166548,Anidulafungin,166548,JHVAMHSQVVQIOT-MFAJLEFUSA-N,J02AX06,120,0.18285714285714286,0.8171428571428572,structurally_distant_under_this_fingerprint,18
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116129704,Bivalirudin,16129704,OIRCOABEOLEUMC-GEJPAHFPSA-N,B01AE06,108,0.18085106382978725,0.8191489361702128,structurally_distant_under_this_fingerprint,19
REF_PLITIDEPSIN,Plitidepsin,reference_ligand,CID116129632,Nuvocid,16129632,VHFGEBVPHAGQPI-MYYQHNLBSA-N,J01XA05,46,0.18061674008810572,0.8193832599118943,structurally_distant_under_this_fingerprint,20
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100002909,v,2909,PMATZTZNYRCHOR-UHFFFAOYSA-N,L04AD01; S01XA18,300,0.2,0.8,structurally_distant_under_this_fingerprint,1
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100068613,atosiban,68613,VWXRQYYUEIYXCZ-AVTFEHRISA-N,G02CX01,31,0.19727891156462585,0.8027210884353742,structurally_distant_under_this_fingerprint,2
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100123623,Cancidas,123623,OGUJBRYAAJYXQP-CPYUAZPCSA-N,J02AX04,246,0.1875,0.8125,structurally_distant_under_this_fingerprint,3
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100166548,Anidulafungin,166548,JHVAMHSQVVQIOT-MFAJLEFUSA-N,J02AX06,120,0.18382352941176472,0.8161764705882353,structurally_distant_under_this_fingerprint,4
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID116158207,linaclotide,16158207,KWFNVZFWXXEJKL-YZDVLOIKSA-N,,36,0.18243243243243243,0.8175675675675675,structurally_distant_under_this_fingerprint,5
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100002443,bromocriptine,2443,OZVBMTJYIDMWIL-UHFFFAOYSA-N,G02CB01; N04BC01,138,0.18181818181818182,0.8181818181818181,structurally_distant_under_this_fingerprint,6
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID109898619,Depreotide,9898619,XXXSJQLZVNKRKX-YQRDHHIGSA-N,,10,0.17834394904458598,0.821656050955414,structurally_distant_under_this_fingerprint,7
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100216258,Colimycin,216258,IQWHCHZFYPIVRV-UHFFFAOYSA-I,,74,0.17293233082706766,0.8270676691729324,structurally_distant_under_this_fingerprint,8
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID122834577,nesiritide,22834577,KSFAMFKTRGJQKV-VJLHJAMZSA-N,C01DX19,30,0.16666666666666666,0.8333333333333334,structurally_distant_under_this_fingerprint,9
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID111163584,alogliptin,11163584,ZSBOMTDTBDDKMP-UHFFFAOYSA-N,A10BH04,17,0.1650485436893204,0.8349514563106796,structurally_distant_under_this_fingerprint,10
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100006018,tetrabenazine,6018,MKJIEFSOBYUXJB-UHFFFAOYSA-N,N07XX06,68,0.16494845360824742,0.8350515463917526,structurally_distant_under_this_fingerprint,11
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100004868,polymyxin,4868,WQVJHHACXVLGBL-UHFFFAOYSA-N,A07AA05; J01XB02; S01AA18; S02AA11; S03AA03,16,0.16296296296296298,0.837037037037037,structurally_distant_under_this_fingerprint,12
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID111531537,eliglustat,11531537,FJZZPCZKBUKGGU-UHFFFAOYSA-N,,22,0.1619047619047619,0.8380952380952381,structurally_distant_under_this_fingerprint,13
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID116130295,BPTI,16130295,ZPNFWUPYTFPOJU-LPYSRVMUSA-N,B02AB01,108,0.1615720524017467,0.8384279475982532,structurally_distant_under_this_fingerprint,14
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID116129703,Revasc,16129703,XYWBJDRHGNULKG-OUMQNGNKSA-N,B01AE01,58,0.1615720524017467,0.8384279475982532,structurally_distant_under_this_fingerprint,15
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100009034,methohexital,9034,NZXKDOXHBHYTKP-UHFFFAOYSA-N,N01AF01; N05CA15,33,0.16129032258064516,0.8387096774193549,structurally_distant_under_this_fingerprint,16
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID116137271,insulin,16137271,UGOZVNFCFYTPAZ-IOXYNQHNSA-N,A10AE05,255,0.16049382716049382,0.8395061728395061,structurally_distant_under_this_fingerprint,17
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID116129672,Insulin,16129672,PBGKTOXHQIOBKM-FHFVDXKLSA-N,A10AB01; A10AB02; A10AB03; A10AC01; A10AC02; A10AC03; A10AD01; A10AD02; A10AD03; A10AE01; A10AE02; A10AE03; A10AF01,159,0.15966386554621848,0.8403361344537815,structurally_distant_under_this_fingerprint,18
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID144146714,Lantus,44146714,COCFEDIXXNGUNL-RFKWWTKHSA-N,A10AE04,89,0.15966386554621848,0.8403361344537815,structurally_distant_under_this_fingerprint,19
REF_TERNATIN_4,Ternatin-4,reference_ligand,CID100071273,ropivacaine,71273,ZKMNUMMKYBVTFN-UHFFFAOYSA-N,N01BB09,205,0.1595744680851064,0.8404255319148937,structurally_distant_under_this_fingerprint,20
